nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Cunningham,Audrey,71,182.8,85.3,H,oui,bac,Hauts-de-France,non,oui,het,4,293.4,2977,divorcé,,0.84,2025-04-18,,10000.0,25989.65843287985
Shelton,Mallory,57,177.5,95.3,F,oui,aucun,Hauts-de-France,oui,oui,het,0,235.5,500,célibataire,,0.66,2023-07-10,445.0,5000.0,500.0
Johnson,Daniel,20,167.6,53.1,F,oui,master,Corse,non,oui,het,2,186.5,3406,,5.0,0.29,2022-08-26,666.0,5000.0,23530.439226044316
Hoffman,Tiffany,51,167.3,67.0,H,non,aucun,Corse,oui,oui,hom,2,415.8,2872,,3.0,0.53,2023-09-11,524.0,524.21,500.0
Johnson,Samantha,54,168.0,94.1,H,oui,bac+2,Occitanie,oui,non,het,2,267.7,500,divorcé,0.0,0.55,2024-03-26,,707.61,500.0
Foster,Kevin,41,157.1,68.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,0,195.8,5109,célibataire,3.0,0.07,2022-05-11,707.0,508.69,5655.759727611799
Johnson,Rebecca,45,185.0,78.9,F,oui,bac+2,Corse,non,oui,het,1,356.2,1952,célibataire,,0.72,2020-02-10,540.0,10000.0,1901.0542276061065
Burke,Jennifer,71,159.4,64.8,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,1,278.6,2474,divorcé,,0.47,2021-01-27,,5000.0,500.0
Barnes,Adam,54,155.3,76.1,H,oui,bac,Normandie,oui,oui,het,2,197.8,914,,3.0,0.03,2024-02-25,,,500.0
Davis,Tiffany,30,153.8,57.4,H,non,bac,Bretagne,non,oui,het,4,138.9,4635,célibataire,,0.99,2020-11-26,,5000.0,30846.164148452994
Green,Erin,20,150.6,76.5,F,non,doctorat,Île-de-France,oui,oui,het,2,153.2,2308,divorcé,,0.88,2021-03-16,790.0,10000.0,30499.92162879676
Wilson,Colin,22,159.0,71.9,H,non,bac,Île-de-France,non,non,hom,0,75.2,1156,marié,,0.7,2020-12-03,689.0,801.97,500.0
Stark,John,24,169.1,50.8,H,oui,bac+2,Corse,non,non,het,1,223.5,2682,veuf,3.0,0.67,2021-07-20,,10000.0,500.0
Washington,Kristin,59,172.6,47.8,F,oui,bac,Bretagne,non,non,het,-1,167.6,4297,divorcé,,0.25,2023-11-01,358.0,,500.0
Donaldson,Brett,71,160.3,71.8,F,non,aucun,Corse,oui,non,het,0,288.9,1713,,1.0,0.82,2020-05-18,562.0,260.36,500.0
White,Kevin,59,161.3,87.8,H,oui,bac,Normandie,oui,oui,het,0,272.4,1303,marié,,0.86,2021-04-04,552.0,,500.0
Ryan,Carrie,75,189.9,62.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,1,307.6,3404,célibataire,,0.84,2022-06-27,,139.21,9371.066290753466
Boyle,Michael,26,171.8,58.0,F,oui,doctorat,Occitanie,oui,non,het,1,190.5,4130,divorcé,3.0,0.64,2023-04-28,536.0,,500.0
Pacheco,Paul,44,165.4,87.4,F,oui,doctorat,Hauts-de-France,non,non,het,0,178.4,2635,,,0.67,2025-02-17,,10000.0,500.0
Mitchell,Steven,66,149.4,44.4,H,non,master,Île-de-France,oui,non,het,2,190.4,1966,,1.0,0.69,2024-09-05,829.0,,500.0
Parker,Veronica,50,176.9,59.0,F,non,bac,Corse,oui,non,het,0,285.2,500,célibataire,,0.81,2022-12-27,643.0,10000.0,500.0
Chang,Seth,44,161.1,57.7,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,0,253.4,3372,divorcé,3.0,0.78,2021-03-18,,1007.39,8926.946502473773
Bryant,Debra,70,173.8,63.6,F,non,master,Île-de-France,non,oui,hom,3,257.9,2741,marié,,0.53,2024-03-03,,5000.0,31692.567968062005
Harrison,Danielle,24,193.2,37.6,H,oui,bac+2,Hauts-de-France,oui,non,het,3,176.9,1140,,,0.55,2020-11-17,,,500.0
Jarvis,Brittany,45,188.6,81.4,H,oui,aucun,Hauts-de-France,non,oui,het,0,361.8,1797,marié,5.0,0.73,2023-07-20,,,500.0
Baker,Calvin,19,175.9,35.7,H,non,doctorat,Corse,oui,oui,het,0,332.7,3753,veuf,,0.44,2022-08-16,597.0,,1760.7759668265344
Underwood,Stephen,49,175.1,72.4,H,oui,aucun,Hauts-de-France,non,oui,het,1,251.6,2053,veuf,,0.88,2025-03-15,654.0,5000.0,6137.3680765667705
Barrera,Grant,72,164.0,50.8,H,oui,aucun,Hauts-de-France,oui,oui,het,1,158.6,1176,marié,,0.8,2021-06-26,,10000.0,500.0
Hall,Carolyn,30,164.7,52.1,H,oui,doctorat,Occitanie,oui,oui,hom,3,109.8,4295,,1.0,0.32,2024-11-05,,,32457.051647435823
Reyes,James,65,177.2,72.6,H,non,aucun,Hauts-de-France,oui,oui,het,0,81.7,860,,,0.57,2020-11-13,823.0,5000.0,500.0
Lee,Jennifer,38,169.4,70.8,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,hom,0,222.6,3020,divorcé,4.0,0.91,2021-01-20,,10000.0,15528.683956837684
Myers,Sherri,38,177.9,54.8,F,non,aucun,Hauts-de-France,non,non,hom,2,40.7,2786,marié,1.0,0.64,2020-11-19,712.0,,500.0
Gomez,Angela,55,157.4,63.5,H,oui,bac+2,Bretagne,non,oui,het,1,288.2,2525,marié,,0.96,2023-08-27,363.0,,20557.79459429732
Clark,Patrick,31,170.3,88.4,H,non,bac,Auvergne-Rhône-Alpes,non,oui,het,0,220.5,2790,marié,4.0,0.52,2024-01-28,,10000.0,1524.2500505853513
Harmon,Paula,59,173.2,42.4,F,non,doctorat,Occitanie,non,non,het,3,-9.0,4673,divorcé,1.0,0.96,2025-05-19,655.0,10000.0,6710.59658994436
Jones,Joshua,71,184.5,93.4,F,oui,bac+2,Île-de-France,oui,oui,het,0,95.9,500,,,0.52,2020-03-16,579.0,,500.0
Moore,Robert,65,161.4,82.1,F,non,doctorat,Corse,non,non,het,0,121.8,2723,marié,0.0,0.63,2023-12-02,713.0,1403.78,500.0
French,Gavin,71,173.0,68.1,H,non,bac+2,Île-de-France,non,oui,het,0,242.6,1264,veuf,,0.68,2023-06-24,,5000.0,3532.511985739247
Roberts,Jessica,44,176.9,38.7,F,oui,master,Occitanie,non,oui,het,3,252.9,2510,marié,4.0,0.69,2023-08-09,,10000.0,25638.160064932727
Henson,Elizabeth,40,159.5,80.6,F,oui,bac,Normandie,non,oui,het,3,338.1,2717,marié,,0.26,2021-12-04,,5000.0,18662.86812619749
Miller,Mark,26,166.8,66.7,H,oui,bac,Île-de-France,non,oui,het,5,310.5,4915,veuf,,0.5,2021-12-09,,,40860.81830867117
Murphy,David,36,186.8,86.8,H,non,bac+2,Corse,non,oui,het,3,241.1,3464,marié,1.0,0.36,2024-11-04,,,20422.186002419923
Lee,Jeffrey,44,170.3,76.6,H,oui,doctorat,Corse,non,oui,het,2,339.6,3608,,1.0,0.88,2021-02-10,,,22813.60448560988
Jones,Scott,26,155.5,64.8,H,non,master,Occitanie,non,oui,het,3,209.0,669,,1.0,0.75,2023-07-14,826.0,10000.0,18445.370425219437
Villarreal,Derek,32,158.3,47.9,F,non,bac+2,Île-de-France,oui,oui,het,3,324.1,3300,marié,,0.35,2023-01-10,715.0,,8845.894476389009
Klein,Daniel,30,168.0,72.0,F,non,aucun,Île-de-France,oui,non,het,4,403.3,1338,,3.0,0.16,2020-04-22,516.0,5000.0,500.0
Little,Gary,69,154.3,62.8,H,oui,bac,Normandie,non,non,het,1,174.3,2881,divorcé,,0.67,2021-08-20,389.0,5000.0,500.0
Alvarez,Daniel,75,173.1,32.2,H,non,doctorat,Île-de-France,non,non,het,2,200.9,2831,,2.0,0.54,2021-07-11,,10000.0,842.5365124761578
Lee,John,18,165.3,78.1,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,2,313.4,1090,veuf,,0.41,2021-10-25,,5000.0,500.0
Cook,Christopher,42,167.5,63.4,H,oui,aucun,Île-de-France,oui,oui,het,1,390.6,944,marié,2.0,0.78,2024-06-22,555.0,5000.0,500.0
Mullins,Kathryn,61,166.0,55.4,F,non,bac,Corse,oui,oui,het,0,273.5,2673,divorcé,,0.7,2020-09-22,,,500.0
Maddox,Toni,74,178.7,66.5,F,non,master,Normandie,non,non,het,0,213.4,1052,marié,,0.04,2022-03-10,735.0,5000.0,500.0
Bradley,Maxwell,52,156.3,90.6,H,oui,bac+2,Occitanie,non,oui,hom,2,339.9,1776,célibataire,,0.96,2020-06-29,626.0,10000.0,16548.8704598386
Ramos,Karen,31,173.3,74.2,F,oui,bac,Hauts-de-France,non,non,hom,3,313.9,1670,marié,,0.14,2023-09-29,802.0,,500.0
Wells,Dennis,29,178.0,82.0,F,oui,bac,Hauts-de-France,oui,non,hom,0,336.2,1058,célibataire,0.0,0.57,2024-05-10,610.0,,500.0
Becker,Tina,28,165.2,86.5,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,hom,1,225.1,1190,divorcé,,0.25,2020-11-24,,,500.0
Mullen,Stephanie,73,171.2,88.5,F,oui,bac+2,Hauts-de-France,non,oui,het,3,326.3,2048,célibataire,,0.06,2024-01-04,,5000.0,18257.646865139246
Dillon,Christine,73,167.3,55.5,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,274.7,500,marié,,0.12,2022-10-08,,,500.0
Oconnor,Jeremy,55,155.6,87.2,F,oui,bac,Bretagne,non,oui,het,2,251.9,3896,veuf,,0.26,2023-01-08,803.0,5000.0,39865.861422347436
Freeman,Steven,21,179.5,84.0,F,non,doctorat,Bretagne,non,oui,het,2,465.4,5080,veuf,1.0,0.86,2023-07-23,,,46163.09479456433
Patton,James,45,176.4,45.1,H,oui,aucun,Normandie,non,oui,het,4,89.4,795,veuf,5.0,0.88,2022-07-18,,-79.86,11147.352369554836
Henry,Austin,55,156.2,74.5,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,0,420.9,2504,veuf,0.0,0.25,2020-06-30,451.0,10000.0,15992.148580237525
Fisher,Brian,68,171.9,73.9,F,non,bac,Île-de-France,oui,non,het,1,284.2,2436,veuf,,0.08,2024-01-15,,5000.0,500.0
Chapman,Antonio,38,187.5,48.3,F,oui,bac+2,Corse,non,oui,het,1,95.9,2971,veuf,1.0,0.03,2020-09-29,685.0,704.96,9851.756319602071
Lane,Lindsey,46,168.8,89.9,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,2,174.2,883,célibataire,,0.22,2024-09-24,519.0,,16538.71238865939
George,Leslie,26,170.9,67.1,F,oui,bac,Occitanie,non,oui,het,3,-59.0,680,marié,3.0,0.96,2021-11-03,720.0,10000.0,9251.069060993092
Miller,Katherine,52,160.7,41.9,H,oui,bac,Normandie,non,oui,het,0,249.6,500,,,0.06,2021-01-27,429.0,537.89,6785.447277121657
Johnston,Alicia,52,183.4,62.2,H,non,aucun,Île-de-France,oui,oui,het,1,162.0,1694,célibataire,,0.96,2023-07-31,,1116.8,500.0
Jacobson,Casey,69,166.0,75.4,H,non,bac+2,Normandie,oui,non,het,0,321.4,698,marié,,0.78,2021-10-18,431.0,803.01,500.0
Kramer,Linda,65,162.9,47.5,F,oui,aucun,Corse,oui,non,het,0,92.3,2736,célibataire,,0.07,2025-04-28,,890.54,500.0
Jackson,Jeffrey,56,164.7,60.4,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,1,272.8,3183,veuf,4.0,0.69,2024-09-30,313.0,10000.0,22709.650636469458
Barnes,William,41,165.8,87.3,H,non,bac,Auvergne-Rhône-Alpes,non,non,hom,4,321.1,2966,marié,1.0,0.52,2024-05-19,,,500.0
Kelly,Olivia,68,183.5,60.3,H,non,master,Normandie,oui,non,hom,2,230.5,3405,marié,4.0,0.15,2024-05-10,407.0,5000.0,500.0
Perez,Shelby,24,174.1,84.3,F,oui,bac+2,Hauts-de-France,non,oui,het,2,412.5,1282,,,0.02,2024-03-30,532.0,10000.0,5767.167503179674
Mathis,Anita,61,166.7,94.1,F,non,aucun,Île-de-France,non,non,het,1,186.8,2134,divorcé,4.0,0.01,2020-03-22,546.0,5000.0,500.0
Walton,Richard,69,178.4,92.2,F,oui,bac+2,Hauts-de-France,non,oui,het,1,148.9,1189,marié,,0.53,2020-08-19,,5000.0,500.0
Glover,Jeffrey,57,172.7,66.7,H,non,bac,Occitanie,non,oui,het,1,387.6,2588,,1.0,0.85,2024-11-28,,,11940.408084263883
Ferguson,Carolyn,24,178.5,60.9,H,non,bac+2,Bretagne,oui,oui,het,2,274.0,1650,marié,,0.27,2022-08-22,413.0,10000.0,6356.884433559434
Smith,Edward,40,173.1,91.0,H,non,bac+2,Normandie,oui,oui,het,0,308.8,3752,,0.0,0.28,2025-02-07,,,500.0
Williams,Jessica,45,174.0,71.7,F,oui,master,Auvergne-Rhône-Alpes,non,non,het,0,85.8,650,,0.0,0.62,2021-01-10,,10000.0,500.0
Jones,Michael,52,166.6,64.7,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,245.6,2661,,2.0,0.77,2024-03-02,420.0,,787.3300695771405
Burke,James,52,168.7,82.1,F,oui,bac,Bretagne,oui,non,het,1,129.8,1387,,0.0,0.37,2021-09-12,,5000.0,500.0
Liu,Wendy,38,184.0,77.4,H,non,bac+2,Bretagne,non,oui,het,1,242.7,4384,,,0.91,2020-12-24,831.0,,27451.033399312222
Davies,Omar,60,179.6,57.2,F,oui,doctorat,Hauts-de-France,oui,non,het,1,84.3,926,marié,,0.69,2025-02-14,689.0,10000.0,500.0
Villegas,John,32,157.2,72.7,F,oui,bac+2,Corse,oui,non,het,1,389.7,2006,divorcé,,0.14,2024-02-28,587.0,650.42,500.0
Johnson,Justin,18,169.4,78.8,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,3,297.5,3559,veuf,,0.45,2021-05-22,,10000.0,500.0
Williams,Elizabeth,38,179.5,77.2,H,non,bac+2,Bretagne,oui,oui,het,2,256.9,2899,,1.0,0.76,2022-07-22,,10000.0,14047.136442802628
Lawrence,Anthony,34,163.7,74.1,F,oui,bac,Bretagne,non,oui,het,2,160.5,1805,,3.0,0.06,2022-06-29,,,9265.088224975216
Rios,Laura,29,178.5,74.3,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,3,341.6,2666,,5.0,0.05,2025-05-16,435.0,5000.0,500.0
Patterson,Sean,59,150.2,53.3,F,non,bac+2,Bretagne,oui,oui,het,3,343.0,3044,,,0.88,2024-03-06,,,11051.455509020312
Wang,Jonathan,69,172.5,63.6,F,oui,aucun,Île-de-France,oui,oui,het,3,376.4,2207,veuf,0.0,0.26,2025-03-18,,,5368.532335445859
Wood,Michael,74,165.3,48.9,H,non,doctorat,Corse,oui,oui,het,0,178.7,1050,marié,,0.78,2025-04-12,,5000.0,500.0
Woodard,Sara,61,179.6,69.0,F,oui,bac,Bretagne,oui,oui,het,1,212.9,3055,,2.0,0.23,2024-03-06,,,500.0
Snyder,Dawn,29,150.9,89.3,H,non,bac,Île-de-France,non,oui,het,0,403.4,500,,5.0,0.93,2024-02-15,,5000.0,500.0
Harper,Timothy,58,193.3,44.6,F,non,doctorat,Occitanie,non,oui,hom,5,103.1,2745,célibataire,2.0,0.93,2021-05-29,351.0,637.72,22107.084630390167
Hayes,Robert,54,178.0,61.9,H,non,master,Provence-Alpes-Côte d’Azur,non,non,het,0,288.7,2820,marié,,0.92,2020-09-06,764.0,,500.0
Swanson,Leonard,30,178.9,71.8,H,oui,aucun,Corse,oui,oui,het,2,371.0,500,,0.0,0.74,2024-03-31,,5000.0,500.0
Cunningham,Andrea,49,154.6,62.4,H,oui,bac+2,Corse,non,non,het,2,377.6,2027,,5.0,0.95,2020-08-16,,10000.0,500.0
Kline,Amanda,42,185.5,46.9,H,oui,bac,Occitanie,oui,non,het,1,354.9,2907,divorcé,,0.72,2022-11-27,387.0,,500.0
Baker,Derek,19,166.9,58.9,H,oui,aucun,Île-de-France,oui,oui,het,3,270.9,2066,,,0.56,2023-07-15,558.0,10000.0,8710.784400263763
Phillips,Cynthia,54,171.6,86.6,H,non,bac,Île-de-France,oui,non,het,1,152.6,1073,veuf,4.0,0.72,2023-01-05,,697.8,500.0
Whitaker,Christine,66,173.0,54.6,F,non,aucun,Corse,oui,non,het,0,169.5,1714,célibataire,1.0,0.64,2020-02-07,,5000.0,500.0
Armstrong,Brianna,25,176.7,53.5,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,het,4,215.2,1803,divorcé,,0.32,2024-04-28,,772.61,18145.9228263934
Fox,Dustin,73,162.2,65.6,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,2,53.3,2425,,5.0,0.15,2021-05-25,,,500.0
Chavez,Kyle,46,181.5,65.0,F,non,bac,Bretagne,non,non,het,3,252.7,2023,veuf,,0.87,2020-06-16,812.0,10000.0,2307.918986514244
Carroll,Ronald,45,177.2,69.8,H,oui,aucun,Normandie,non,oui,hom,2,262.7,3209,,1.0,0.02,2021-06-05,347.0,5000.0,8828.807368665195
Levine,Jessica,68,180.6,58.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,hom,1,386.8,2027,veuf,5.0,0.77,2020-09-22,,803.52,500.0
Rojas,Teresa,56,156.2,73.6,H,oui,aucun,Occitanie,non,oui,het,1,130.6,2375,veuf,1.0,0.97,2024-01-27,434.0,5000.0,500.0
Clayton,Kelly,40,151.3,76.6,H,non,bac+2,Corse,non,non,het,0,73.8,3863,veuf,,0.32,2022-07-23,791.0,5000.0,500.0
Lowe,Julie,25,163.1,65.6,F,non,bac+2,Occitanie,oui,non,het,4,220.9,2355,divorcé,3.0,0.85,2023-02-23,561.0,947.63,500.0
Torres,Gregory,31,153.0,65.7,F,non,doctorat,Occitanie,non,non,het,1,103.9,3023,divorcé,,0.72,2025-01-01,,5000.0,500.0
George,Mary,47,162.0,61.7,H,non,bac,Bretagne,non,oui,het,2,112.5,2417,,,0.85,2023-04-05,729.0,869.12,500.0
Garcia,Kaitlyn,32,169.8,48.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,0,316.9,3637,veuf,,0.38,2022-08-17,353.0,5000.0,11253.982873081211
Stevens,Antonio,65,172.8,63.6,H,oui,doctorat,Île-de-France,non,non,het,3,205.7,4496,,,0.73,2020-03-24,522.0,10000.0,32423.594867586187
Mccoy,Jacqueline,40,167.1,78.2,F,oui,aucun,Corse,oui,non,hom,1,498.1,500,célibataire,1.0,0.5,2023-06-24,,,500.0
Wilson,Phillip,38,170.3,92.4,H,oui,doctorat,Corse,non,non,het,1,67.4,2800,,,0.94,2020-09-15,,1107.37,500.0
Edwards,Erin,37,164.7,81.6,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,het,5,399.9,2585,célibataire,1.0,0.93,2025-05-21,540.0,5000.0,500.0
White,Matthew,64,165.4,81.1,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,0,230.2,500,,4.0,0.67,2023-02-27,629.0,555.71,500.0
Wilson,Christopher,19,170.6,78.6,F,oui,bac+2,Corse,oui,non,het,0,215.1,2108,célibataire,1.0,0.87,2024-03-03,340.0,,500.0
Arnold,Carlos,73,169.5,61.7,H,non,bac+2,Normandie,non,oui,het,1,324.6,1714,marié,4.0,0.45,2020-02-26,,10000.0,500.0
Bender,Richard,68,170.3,68.8,F,oui,aucun,Normandie,non,oui,het,3,375.5,2295,,,0.65,2023-08-29,346.0,10000.0,8124.957566288306
Smith,Deborah,18,177.5,89.5,F,non,aucun,Hauts-de-France,non,non,het,0,419.7,500,marié,3.0,0.32,2021-09-22,727.0,496.85,500.0
Hall,Alexandra,44,178.9,55.0,F,non,aucun,Auvergne-Rhône-Alpes,non,non,hom,2,412.8,1726,divorcé,,0.03,2022-06-20,318.0,1075.37,500.0
Rangel,Colleen,19,154.7,68.4,F,oui,doctorat,Corse,non,oui,het,3,372.9,2325,veuf,,0.58,2025-03-10,,5000.0,21022.912085264652
Stephens,Cathy,44,160.0,78.2,F,non,aucun,Occitanie,oui,oui,het,-1,235.9,500,célibataire,3.0,0.69,2024-08-27,,1211.89,500.0
Simmons,Stephanie,19,185.7,71.8,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,4,291.6,1062,marié,0.0,0.03,2020-05-03,,5000.0,11299.517929754677
Jordan,Joe,47,179.3,86.0,F,oui,master,Hauts-de-France,oui,oui,het,4,276.9,2287,célibataire,1.0,0.97,2022-03-17,,,28634.710049704277
Jenkins,Francisco,20,155.5,93.5,H,oui,bac+2,Normandie,non,non,het,0,359.1,4313,veuf,2.0,0.27,2025-01-09,821.0,,500.0
Wolfe,Don,30,160.4,82.6,H,non,master,Bretagne,oui,non,het,2,132.6,2217,marié,4.0,0.5,2022-10-09,,5000.0,500.0
Brown,Laura,33,191.1,56.0,F,non,bac+2,Île-de-France,oui,non,het,0,309.9,1849,,,0.04,2021-03-04,364.0,,500.0
Neal,Jason,64,172.3,70.2,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,het,1,221.9,2989,célibataire,,0.81,2024-01-24,635.0,5000.0,6620.263771693256
Hawkins,Aaron,34,168.5,56.9,F,non,bac,Normandie,non,oui,het,2,372.1,1414,marié,,0.03,2021-12-01,338.0,10000.0,4368.398075644255
Keith,William,57,182.4,74.4,H,non,aucun,Île-de-France,oui,oui,het,-1,317.8,2995,,5.0,0.9,2020-01-07,,,500.0
Bowman,Kristin,46,156.5,59.4,F,non,aucun,Île-de-France,non,oui,het,1,281.5,2904,marié,4.0,0.12,2023-11-11,,,724.5169875849572
Andersen,Jason,62,150.7,71.6,F,oui,bac,Hauts-de-France,non,oui,het,1,305.4,3558,divorcé,1.0,0.3,2024-05-05,,5000.0,7123.930097148145
Huynh,Heather,57,162.6,77.4,F,oui,aucun,Occitanie,oui,non,het,2,281.9,2860,célibataire,0.0,0.28,2020-11-04,493.0,269.49,500.0
Bishop,Lonnie,74,163.8,71.3,F,oui,bac,Bretagne,oui,oui,hom,3,284.4,2801,célibataire,3.0,0.51,2025-04-17,381.0,,18663.975675735044
Gonzalez,Ryan,28,163.3,85.4,F,oui,bac+2,Bretagne,non,oui,het,1,330.8,500,veuf,,0.79,2023-10-23,571.0,10000.0,8839.344601981831
Reyes,Brian,38,169.8,83.4,F,oui,aucun,Corse,oui,oui,het,4,105.7,4655,marié,,0.95,2021-11-15,566.0,5000.0,6591.3732089605755
Miller,Michael,45,165.2,84.2,F,non,bac,Corse,non,non,het,3,399.5,2749,veuf,,0.74,2022-08-23,414.0,5000.0,500.0
Contreras,Kelly,65,176.3,76.6,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,55.2,2885,divorcé,0.0,0.13,2024-07-20,492.0,,500.0
Contreras,Amanda,32,169.2,67.1,F,non,bac+2,Corse,oui,oui,het,2,115.4,1151,célibataire,5.0,0.67,2023-07-10,619.0,1052.74,500.0
Williams,Jackson,29,172.4,61.5,F,oui,aucun,Normandie,non,non,het,2,122.3,2332,marié,,0.91,2022-03-15,,10000.0,500.0
Hatfield,Donald,67,155.5,78.0,H,non,bac,Bretagne,oui,oui,het,1,301.2,1432,divorcé,5.0,0.45,2024-01-24,,10000.0,500.0
Castaneda,Colin,42,152.5,54.4,F,oui,master,Normandie,non,oui,het,3,158.1,1884,célibataire,4.0,0.02,2022-02-24,608.0,131.34,33147.73312660332
Meyer,Guy,22,190.3,51.3,H,non,bac+2,Île-de-France,non,oui,het,3,427.1,4108,,,0.67,2023-12-18,679.0,5000.0,41794.50814229438
Cruz,Jared,59,154.7,63.8,F,non,doctorat,Hauts-de-France,non,non,het,0,187.4,4581,marié,,0.76,2022-11-04,401.0,5000.0,500.0
Mueller,Debbie,69,179.2,81.8,H,oui,master,Auvergne-Rhône-Alpes,non,oui,het,0,67.7,1137,divorcé,,0.38,2022-05-19,,10000.0,15520.94188856399
Davis,Shelley,71,179.6,73.2,F,oui,doctorat,Bretagne,oui,oui,het,2,353.8,3718,,0.0,0.17,2022-03-13,,5000.0,17701.094898594056
Norris,Caitlyn,30,162.5,98.3,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,380.0,1711,marié,0.0,0.94,2021-01-29,614.0,5000.0,4260.205474963398
Cunningham,John,68,164.8,47.0,H,oui,master,Hauts-de-France,oui,oui,het,2,210.1,2605,divorcé,,0.81,2021-11-05,,5000.0,13209.825011099734
Foster,Timothy,32,165.6,63.5,H,oui,bac+2,Occitanie,oui,oui,het,2,287.7,2745,,0.0,0.18,2020-03-06,355.0,,4164.6912557929645
White,Crystal,61,173.9,67.9,H,non,aucun,Bretagne,oui,non,hom,3,80.7,4611,célibataire,5.0,0.65,2023-10-06,318.0,5000.0,500.0
Cross,Annette,40,178.2,38.7,F,non,doctorat,Bretagne,non,oui,het,2,324.0,1714,divorcé,0.0,0.97,2022-10-04,,5000.0,18041.07789998159
Ramirez,Jose,65,188.9,76.9,F,non,doctorat,Normandie,non,oui,het,1,398.9,840,divorcé,2.0,0.3,2023-02-03,,10000.0,2869.4551135922416
English,Brian,32,152.8,91.5,H,oui,bac+2,Hauts-de-France,non,oui,het,2,199.0,3007,veuf,4.0,0.28,2022-06-17,,5000.0,15926.067219514201
King,Jessica,39,168.5,68.9,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,0,204.1,3517,divorcé,,0.5,2021-08-01,,,12783.706270562987
Hendrix,Jonathon,70,163.0,54.3,F,non,bac+2,Bretagne,non,oui,het,1,308.1,1863,divorcé,3.0,0.04,2020-11-02,693.0,10000.0,10698.348973473518
Gilbert,David,58,152.9,63.9,H,non,aucun,Occitanie,oui,non,het,0,165.6,2049,célibataire,,0.91,2024-11-13,517.0,1199.17,500.0
Henderson,Timothy,57,169.8,51.9,H,non,bac,Bretagne,oui,non,het,1,256.3,1140,marié,0.0,0.31,2021-01-04,477.0,332.7,500.0
Ellis,Katherine,49,181.6,71.2,F,oui,master,Île-de-France,non,non,het,2,343.9,2282,divorcé,1.0,0.77,2021-06-03,461.0,,4126.23236473372
Mora,David,32,171.7,98.3,F,oui,doctorat,Île-de-France,oui,non,het,2,89.8,2335,divorcé,3.0,0.0,2020-12-19,,10000.0,7962.6365101393085
Key,Samuel,45,162.9,90.2,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,3,369.5,2717,veuf,1.0,0.88,2020-08-30,,5000.0,500.0
Lucas,Donna,61,158.2,92.6,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,3,174.8,2488,célibataire,,0.78,2021-11-12,,5000.0,738.4088238314605
Martinez,Ronald,51,172.8,68.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,1,349.8,2036,,3.0,0.46,2021-06-25,654.0,597.74,29598.081665312373
Williams,Christopher,30,185.4,102.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,2,70.8,4074,divorcé,2.0,0.73,2024-05-21,608.0,1507.24,8553.210981233618
Mccoy,Angelica,27,180.6,80.3,F,non,bac+2,Corse,non,oui,het,0,313.1,1587,,,0.19,2020-12-20,314.0,510.33,500.0
Fields,Shaun,29,168.3,68.0,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,0,322.3,2218,,2.0,0.94,2022-05-03,627.0,10000.0,500.0
Smith,Caitlin,44,175.4,61.8,F,non,master,Occitanie,non,oui,het,2,183.3,3974,veuf,,0.26,2024-11-20,,,23497.37965548142
Owens,Tara,64,184.3,53.7,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,2,175.0,784,célibataire,3.0,0.1,2025-04-23,,,33143.86606672308
